,oid,timestamp,rpid,uid,uname,content,likes,replies
72,341537050,1653785100,114745526800,275562046,亡灵official,最伟大的人,0,0
61,341537050,1654226998,115385508960,330378864,wahaaa1984,我们也使用了很久的含铅汽油,0,0
2,341537050,1711112165,213512078128,3546565245405913,bili_455孟,背景图,0,0
230,341537050,1652517166,112950142208,510847687,bili_68958363079,那现在的铅酸电池呢,2,1
124,341537050,1652791626,113355018640,174016254,仁人方棱,"米基利作为一名科学家，他值得尊重与肯定
但是作为一名商人，他对盈利的所作所为，则是无法轻易饶恕的",6,0
145,341537050,1652696086,113222469888,105551046,顽迟天师,资本家的锅标题扣在科学家头上不合适了啊,30,1
110,341537050,1652852351,113425601920,7971153,大糖逗,我每天就能夺走几亿生命[Cat_pressure],1,1
270,341537050,1652503350,112924925872,223984356,hyperbin,只要利润够高，媒体就能说：铅是无毒的，槟榔是有益健康的,1535,238
162,341537050,1652636935,113157915040,28210179,没角.,原来是他制造的黑人,0,0
60,341537050,1654245271,115419139280,433525330,鸡鸽,所以 用含铅焊锡会不会降智啊 (；≧д≦) 有点慌(；&#39;A`),0,0
45,341537050,1657677315,120604044112,10941498,单音大魔王,"看到那么多弹幕在说铅笔里的铅怎么怎么，实在很无语。
铅笔芯看着像铅，但那是石墨做的，铅这么毒怎么可能用在很多小孩每天接触的文具上，你们没那个科学知识的话，这么倒推一下也会想到铅笔里面的应该不是铅吧。

另外这个铅笔问题，也龟公于当初把石墨笔的中文名改成铅笔的那个（些）老糊涂，秀出了他们懂点外国历史，但漠视了造成歧义影响后世的恶果。",7,0
176,341537050,1652597491,113078312912,13718099,月光下的凤尾猹,如果当时抑制了含铅汽油的推广，说不动电动机的时代会提前到来,2,0
120,341537050,1652793996,113359664832,32763042,BlackSperm,完了，现在b站不让转发评论了[呲牙],0,0
185,341537050,1652583955,113050019840,256824306,bbbaozi_,感觉可以出个地理题了，关于铅中毒和犯罪率的,1,0
265,341537050,1652503789,112925905456,403604785,一般通过梣,事实上，不止含铅汽油，连氟利昂也是他发明的。。[呆],9,0
296,341537050,1652501353,112920505280,354755926,-antonno-,一播放一点赞,0,3
271,341537050,1652503174,112924567632,1251782597,Karma-133,万恶的资本[妙啊],0,0
179,341537050,1652593816,113071293360,19076723,雪夜散山桜,一生的发明都致力于高效实用却不考虑负面隐患，最后也寄在自己设计上的安全隐患[藏狐],30,0
113,341537050,1652834865,113399143536,352913038,JHFYZ,弹幕里有个一直在刷中医的不知道是个什么NT[辣眼睛],3,0
