,oid,timestamp,rpid,uid,uname,content,likes,replies
1175,669801019,1626544348,4933611917,46117383,道小Y,我·············在吃饭~请不要在视频里用写奇怪的 图片~,0,0
2846,669801019,1601829295,3563992862,47666803,闪光复合盐,救命…太恐怖了 起鸡皮疙瘩,1,1
5212,669801019,1601477448,3546762822,55347012,每日提月工有利健康,"其实没有很看懂这个视频，但我想到了我曾经的想法，当时我跟我的同桌说，如果每一个原子的运动都是可以预测的，那么我现在对你所说的每一句话其实都是既定的，甚至你会去哪所大学未来会从事什么职业都是已有的答案。
当我在跟别人说这件事的时候，他们总会表现出一副若有所思的样子，而我的同桌却跟我说”所以不要想那么多啊”我便发现了她的大智若愚
今天会导出这一番话，可能是在我出生便决定的结果，但那又如何，大部分人都无法改变这个事实，还不如快快活活的过完一生。
越学更多的知识，便会越意识到自己的无知，以及宇宙的无穷，那么何不安安分分的做个普通人呢？",2,0
1072,669801019,1630232054,5291389896,2035296422,账号已注销,根据唯物主义的说法，物质决定意识，物质是确定的，那么意识就是确定的，所以人没有自由意识，所以没有主观能动性,1,3
4622,669801019,1601510177,3547661056,204980302,旺奶牛仔Dames,我动态[吃瓜][吃瓜],0,0
1289,669801019,1622131526,4631482882,443619292,飞之心易孤寂,我一个当年理综190多的蒙了,1,1
5482,669801019,1601473613,3546497718,7458988,zcqtfy,"可以再思考深入一点，微观的随机真的会导致宏观的客观规律吗，如果基于某个微观上的随机，成为了压死骆驼的最后一根稻草，导致宏观上量变到质变的变化，那决定论还会有效吗[doge]
再深入一点，因果律也是人独有思维的产物，如果因果律并不是永远正确的，那由因果构筑起的客观规律会不会也不是永远正确的？[doge]",1,0
2779,669801019,1601890040,3566319771,61160651,NatureLegeKiran,太好看了！！！！！！！！[跪了],0,0
4733,669801019,1601491041,3547400736,7203598,入脑萌萌人,我认为只要客观存在概率学的物体，那自由意志一定存在。比如有两块屏幕区域ab，我做出如果打到a区，我就吃饭，如果打到b我就不吃饭的决定，那还能说一切都已决定吗,0,0
6276,669801019,1601464819,3545919685,34185283,暗淡的指压师,"最近在重看《时间简史》，以前很多有疑惑的地方现在来看都有一种“豁然开朗”的感觉。尤其是物理法则关于时间反演对称这个现象，很有思维的深度。
然后是关于拉普拉斯妖这一块，我觉得它其实有一个逻辑上的问题：
如果我们把拉妖对世界的认知都记作集合K的元素的话，那么，拉妖的认知本身，在不在集合K里面呢？
换个形象的描述：集合k是所有“自然数”以及“有自然数元素的集合”组成的集合，那么很显然，这个集合k的元素里，有一个特殊的存在，那就是k本身（注意这里是属于而不是包含于的关系），这就陷入了罗素悖论。
更具体的描述可以参考知乎“贾明子”大佬在“文章”模块发表的专栏。
总之，这是一个越是思考下去，就越是令人着迷的话题。",1,0
